chromosome arm	start	stop	polytene_band	map_Comeron
2L	13982743	14001248	34E5-34E6	2-45.4
2L	14008101	14008820	34F1-34F1	2-45.6
2L	14010565	14010636	34F1-34F1	2-45.6
2L	14013004	14019328	34F1-34F1	2-45.6
2L	14019357	14020208	34F1-34F1	2-45.6
2L	14019395	14020325	34F1-34F1	2-45.6
2L	14021583	14022033	34F1-34F1	2-45.6
2L	14023722	14024099	34F1-34F1	2-45.6
2L	14027001	14029368	34F1-34F1	2-45.6
2L	14029262	14031539	34F1-34F2	2-45.6
2L	14032006	14038306	34F2-34F2	2-45.6
2L	14040170	14094401	34F2-34F4	2-45.6
2L	14047582	14048863	34F2-34F2	2-45.6
2L	14104483	14107461	34F4-34F4	2-45.8
2L	14108057	14109447	34F4-34F4	2-45.8
2L	14109597	14110739	34F4-34F5	2-45.8
2L	14134491	14160587	35A1-35A1	2-45.8
2L	14161144	14163222	35A1-35A1	2-45.8
2L	14163508	14180686	35A1-35A1	2-45.8
2L	14184478	14234126	35A1-35A2	2-45.9
2L	14234754	14235156	35A2-35A2	2-46.0
2L	14235318	14236307	35A2-35A2	2-46.0
2L	14241071	14241732	35A2-35A2	2-46.0
2L	14263027	14328262	35A3-35A3	2-46.1
2L	14273721	14274454	35A3-35A3	2-46.0
2L	14274821	14278002	35A3-35A3	2-46.0
2L	14291201	14291817	35A3-35A3	2-46.0
2L	14293275	14295394	35A3-35A3	2-46.0
2L	14328429	14333860	35A4-35A2	2-46.2
2L	14334158	14345795	35A4-35A4	2-46.2
2L	14338240	14340080	35A4-35A4	2-46.2
2L	14345915	14346688	35A4-35A4	2-46.2
2L	14347239	14348790	35A4-35A4	2-46.2
2L	14349020	14351513	35A4-35A4	2-46.2
2L	14349070	14349799	35A4-35A4	2-46.2
2L	14352077	14352619	35A4-35A4	2-46.2
2L	14352594	14355085	35A1-35A2	2-46.2
2L	14355145	14358764	35A4-35A4	2-46.2
2L	14355468	14356878	35A4-35A4	2-46.2
2L	14359252	14361411	35A4-35A4	2-46.2
2L	14359285	14361303	35A4-35A4	2-46.2
2L	14362069	14366840	35A4-35B1	2-46.2
2L	14378218	14381172	35B1-35B1	2-46.2
2L	14390628	14409549	35B1-35B1	2-46.5
2L	14409755	14410045	35B1-35B1	2-46.8
2L	14416729	14417331	35B1-35B1	2-46.8
2L	14424315	14425189	35B1-35B1	2-46.8
2L	14428612	14430822	35B1-35B1	2-46.8
2L	14448409	14449009	35B1-35B1	2-46.8
2L	14450282	14450922	35B1-35B1	2-46.8
2L	14457113	14457338	35B1-35B1	2-46.8
2L	14486040	14486752	35B2-35B2	2-46.8
2L	14490859	14494019	35B2-35B2	2-46.8
2L	14495878	14495949	35B2-35B2	2-46.8
2L	14496997	14498116	35B2-35B2	2-46.8
2L	14509913	14512083	35B2-35B2	2-46.9
2L	14518091	14518161	35B2-35B2	2-46.9
2L	14518307	14518377	35B2-35B2	2-46.9
2L	14518621	14518691	35B2-35B2	2-46.9
2L	14524312	14525656	35B2-35B2	2-46.9
2L	14530546	14530616	35B2-35B2	2-46.9
2L	14530854	14530924	35B2-35B2	2-46.9
2L	14532484	14533471	35B2-35B2	2-46.9
2L	14547498	14549109	35B2-35B2	2-46.9
2L	14550395	14550960	35B2-35B2	2-46.9
2L	14557939	14558852	35B2-35B2	2-46.9
2L	14560778	14561355	35B2-35B2	2-46.9
2L	14563015	14563726	35B3-35B3	2-46.9
2L	14576473	14577097	35B3-35B3	2-46.9
2L	14587920	14588234	35B3-35B3	2-46.9
2L	14598859	14598930	35B3-35B3	2-46.9
2L	14599196	14689340	35B3-35B4	2-47.1
2L	14599396	14599467	35B3-35B3	2-46.9
2L	14599674	14599745	35B3-35B3	2-46.9
2L	14613258	14613621	35B3-35B3	2-47.3
2L	14615552	14618902	35B3-35B3	2-47.3
2L	14615552	14618902	35B3-35B3	2-47.3
2L	14712471	14713298	35B4-35B4	2-47.4
2L	14713750	14714526	35B4-35B4	2-47.4
2L	14724617	14730177	35B4-35B5	2-47.4
2L	14732561	14733008	35B5-35B5	2-47.4
2L	14735843	14737067	35B5-35B5	2-47.4
2L	14737090	14737769	35B5-35B5	2-47.4
2L	14739914	14741138	35B5-35B5	2-47.4
2L	14741161	14741840	35B5-35B5	2-47.4
2L	14743193	14743879	35B5-35B5	2-47.4
2L	14744421	14744817	35B5-35B5	2-47.4
2L	14744845	14745210	35B5-35B5	2-47.4
2L	14745329	14745538	35B5-35B5	2-47.4
2L	14745871	14746176	35B5-35B5	2-47.4
2L	14746807	14747080	35B5-35B5	2-47.4
2L	14760767	14761924	35B5-35B5	2-47.4
2L	14761972	14762691	35B5-35B5	2-47.4
2L	14762765	14764065	35B5-35B5	2-47.4
2L	14765908	14767225	35B5-35B5	2-47.4
2L	14773814	14774981	35B5-35B5	2-47.4
2L	14781715	14783110	35B5-35B5	2-47.4
2L	14783301	14784598	35B5-35B5	2-47.4
2L	14794516	14796642	35B6-35B6	2-47.4
2L	14802334	14803293	35B6-35B6	2-47.5
2L	14810761	14812599	35B6-35B6	2-47.5
2L	14840434	14842209	35B6-35B6	2-47.5
2L	14842358	14843108	35B6-35B6	2-47.5
2L	14844993	14851749	35B6-35B6	2-47.5
2L	14870371	14872022	35B6-35B6	2-47.5
2L	14874376	14876333	35B6-35B6	2-47.5
2L	14876832	14877136	35B6-35B6	2-47.5
2L	14879050	14881652	35B6-35B7	2-47.5
2L	14882101	14883721	35B7-35B7	2-47.5
2L	14885105	14885411	35B7-35B7	2-47.5
2L	14907489	14972300	35B7-35B7	2-47.7
2L	14924590	14930565	35B7-35B7	2-47.7
2L	14974468	14975001	35B7-35B7	2-47.7
2L	14975747	14997559	35B7-35B8	2-47.7
2L	15005733	15006607	35B8-35B8	2-47.8
2L	15006583	15007431	35B8-35B8	2-47.8
2L	15007813	15008538	35B8-35B8	2-47.8
2L	15008489	15009724	35B8-35B8	2-47.8
2L	15009939	15011764	35B8-35B8	2-47.8
2L	15011815	15012667	35B8-35B8	2-47.8
2L	15016331	15034704	35B8-35B8	2-47.8
2L	15026882	15029513	35B8-35B8	2-47.8
2L	15030928	15031750	35B8-35B8	2-47.8
2L	15035394	15037841	35B8-35B8	2-47.8
2L	15036293	15038861	35B8-35B8	2-47.8
2L	15039488	15043334	35B8-35B8	2-47.8
2L	15044963	15057862	35B8-35B9	2-47.8
2L	15058303	15059120	35B9-35B10	2-47.8
2L	15058919	15060757	35B10-35B10	2-47.8
2L	15061656	15072133	35B10-35C1	2-47.8
2L	15061656	15074311	35C1-35C1	2-47.8
2L	15062931	15070316	35B10-35C1	2-47.8
2L	15074776	15096915	35C1-35C2	2-47.8
2L	15109405	15113092	35C2-35C2	2-47.9
2L	15113480	15118069	35C2-35C2	2-47.9
2L	15119783	15120819	35C2-35C2	2-47.9
2L	15128559	15128971	35C2-35C2	2-47.9
2L	15129701	15130205	35C2-35C2	2-47.9
2L	15132306	15132389	35C2-35C2	2-47.9
2L	15159508	15160126	35C3-35C3	2-47.9
2L	15160651	15161083	35C3-35C3	2-47.9
2L	15161882	15200459	35C3-35C3	2-48.1
2L	15201613	15202092	35C3-35C3	2-48.2
2L	15202259	15203967	35C3-35C3	2-48.2
2L	15207850	15208768	35C3-35C3	2-48.2
2L	15215222	15216160	35C4-35C4	2-48.2
2L	15228728	15247714	35C4-35C5	2-48.2
2L	15248879	15254715	35C5-35C5	2-48.2
2L	15254819	15256304	35C5-35C5	2-48.2
2L	15256581	15257642	35C5-35C5	2-48.2
2L	15257267	15264692	35C5-35C5	2-48.2
2L	15265245	15272024	35C5-35C5	2-48.2
2L	15274181	15275091	35D1-35D1	2-48.2
2L	15277797	15279497	35D1-35D1	2-48.2
2L	15280028	15280449	35D1-35D1	2-48.2
2L	15285000	15286047	35D1-35D1	2-48.2
2L	15291426	15292239	35D1-35D1	2-48.2
2L	15292468	15294136	35D1-35D1	2-48.2
2L	15295636	15297699	35D1-35D1	2-48.2
2L	15297808	15299367	35D1-35D1	2-48.2
2L	15317954	15318901	35D1-35D1	2-48.4
2L	15333866	15336138	35D2-35D2	2-48.4
2L	15360921	15361627	35D2-35D2	2-48.4
2L	15396334	15396934	35D2-35D2	2-48.4
2L	15398687	15399003	35D2-35D2	2-48.4
2L	15399560	15399858	35D2-35D2	2-48.4
2L	15400085	15400497	35D2-35D2	2-48.6
2L	15417929	15418361	35D2-35D2	2-48.6
2L	15423297	15425580	35D2-35D2	2-48.6
2L	15433309	15435304	35D2-35D2	2-48.6
2L	15435747	15436320	35D2-35D2	2-48.6
2L	15441601	15442314	35D2-35D2	2-48.6
2L	15463254	15463666	35D2-35D2	2-48.6
2L	15468944	15469527	35D2-35D2	2-48.6
2L	15476593	15478260	35D2-35D2	2-48.6
2L	15484729	15485545	35D2-35D2	2-48.6
2L	15485697	15485951	35D2-35D2	2-48.6
2L	15499127	15505018	35D2-35D2	2-48.6
2L	15515821	15516727	35D3-35D3	2-48.6
2L	15522002	15523993	35D3-35D3	2-48.6
2L	15547519	15548243	35D3-35D3	2-48.6
2L	15549869	15550276	35D3-35D3	2-48.6
2L	15550372	15552029	35D3-35D3	2-48.6
2L	15552723	15583978	35D3-35D3	2-48.6
2L	15610171	15610746	35D3-35D3	2-48.8
2L	15610171	15611719	35D3-35D3	2-48.8
2L	15612494	15613335	35D3-35D3	2-48.8
2L	15613905	15614828	35D3-35D3	2-48.8
2L	15615357	15616351	35D3-35D3	2-48.8
2L	15616997	15617915	35D3-35D3	2-48.8
2L	15622068	15623558	35D3-35D3	2-48.8
2L	15628678	15629552	35D3-35D3	2-48.8
2L	15630002	15634987	35D3-35D3	2-48.8
2L	15644183	15718272	35D3-35D3	2-48.9
2L	15659041	15659474	35D3-35D3	2-48.8
2L	15661041	15662753	35D3-35D3	2-48.8
2L	15670174	15671223	35D3-35D3	2-48.8
2L	15675582	15676102	35D3-35D3	2-48.8
2L	15694038	15694471	35D3-35D3	2-48.8
2L	15696038	15697750	35D3-35D3	2-48.8
2L	15705171	15706220	35D3-35D3	2-48.9
2L	15710579	15711099	35D3-35D3	2-48.9
2L	15727581	15748150	35D4-35D4	2-48.9
2L	15746257	15747000	35D4-35D4	2-48.9
2L	15748001	15748324	35D4-35D4	2-48.9
2L	15749319	15751078	35D4-35D4	2-48.9
2L	15751557	15751682	35D4-35D4	2-48.9
2L	15752263	15755900	35D4-35D4	2-48.9
2L	15756002	15762758	35D4-35D4	2-48.9
2L	15764220	15766267	35D4-35D4	2-48.9
2L	15766133	15768349	35D4-35D4	2-48.9
2L	15768630	15771159	35D4-35D4	2-48.9
2L	15771263	15773113	35D4-35D4	2-48.9
2L	15776442	15776852	35D4-35D4	2-48.9
2L	15784085	15790146	35D4-35D4	2-48.9
2L	15807181	15810319	35D4-35D4	2-49.0
2L	15810571	15812141	35D4-35D4	2-49.0
2L	15822345	15822942	35D4-35D4	2-49.0
2L	15834229	15834416	35D4-35D4	2-49.0
2L	15834569	15835658	35D4-35D4	2-49.0
2L	15836725	15837444	35D4-35D4	2-49.0
2L	15841010	15841427	35D4-35D4	2-49.0
2L	15846954	15847381	35D4-35D4	2-49.0
2L	15852592	15854110	35D4-35D5	2-49.0
2L	15854126	15856450	35D5-35D5	2-49.0
2L	15863200	15863663	35D5-35D5	2-49.0
2L	15864929	15865461	35D5-35D5	2-49.0
2L	15876938	15880156	35D5-35D5	2-49.0
2L	15882783	15883190	35D6-35D6	2-49.0
2L	15887905	15888583	35D6-35D6	2-49.0
2L	15888640	15893811	35D6-35D6	2-49.0
2L	15895454	15897071	35D6-35D6	2-49.0
2L	15898879	15900524	35D6-35D6	2-49.0
2L	15900935	15902410	35D6-35D6	2-49.0
2L	15905134	15962435	35D6-35D7	2-49.0
2L	15911691	15912062	35D6-35D6	2-49.0
2L	15912558	15913109	35D6-35D6	2-49.0
2L	15916888	15917607	35D6-35D6	2-49.0
2L	15923395	15926287	35D6-35D6	2-49.0
2L	15941441	15942854	35D7-35D7	2-49.0
2L	15957858	15959431	35D7-35D7	2-49.0
2L	15960243	15961190	35D7-35D7	2-49.0
2L	15979486	15981455	35E1-35E1	2-49.0
2L	15989756	15989957	35E1-35E1	2-49.0
2L	16000291	16041703	35E1-35E2	2-49.1
2L	16001785	16002401	35E1-35E1	2-49.1
2L	16002981	16003641	35E1-35E1	2-49.1
2L	16003756	16004292	35E1-35E1	2-49.1
2L	16004325	16005461	35E1-35E1	2-49.1
2L	16004325	16005461	35E1-35E1	2-49.1
2L	16005789	16006279	35E1-35E1	2-49.1
2L	16006300	16006713	35E1-35E1	2-49.1
2L	16042047	16048757	35E2-35E2	2-49.1
2L	16042047	16048757	35E2-35E2	2-49.1
2L	16049965	16081684	35E2-35E2	2-49.1
2L	16072835	16073569	35E2-35E2	2-49.1
2L	16094997	16095944	35E2-35E2	2-49.1
2L	16133508	16134412	35E3-35E3	2-49.2
2L	16134714	16135272	35E3-35E3	2-49.2
2L	16135365	16136204	35E3-35E3	2-49.2
2L	16165831	16190540	35E5-35E6	2-49.2
2L	16178318	16179188	35E5-35E5	2-49.2
2L	16195000	16195321	35E6-35E6	2-49.2
2L	16195845	16196245	35E6-35E6	2-49.2
2L	16203110	16203476	35E6-35E6	2-49.3
2L	16211459	16213304	35F1-35F1	2-49.3
2L	16216239	16217044	35F1-35F1	2-49.3
2L	16231475	16241527	35F1-35F1	2-49.3
2L	16241939	16245559	35F1-35F1	2-49.3
2L	16245835	16257606	35F1-35F1	2-49.3
2L	16257688	16259511	35F1-35F1	2-49.3
2L	16259414	16261877	35F1-35F1	2-49.3
2L	16262141	16263483	35F1-35F1	2-49.3
2L	16263556	16287730	35F1-35F1	2-49.3
2L	16288290	16291195	35F1-35F1	2-49.3
2L	16291284	16291948	35F1-35F1	2-49.3
2L	16292010	16293025	35F1-35F1	2-49.3
2L	16293069	16293721	35F1-35F1	2-49.3
2L	16294183	16296969	35F1-35F1	2-49.3
2L	16296051	16299858	35F1-35F1	2-49.3
2L	16299943	16301765	35F1-35F1	2-49.5
2L	16301656	16302954	35F1-35F1	2-49.7
2L	16303264	16305940	35F1-35F1	2-49.7
2L	16305801	16307298	35F1-35F1	2-49.7
2L	16307346	16309274	35F1-35F1	2-49.7
2L	16309292	16310726	35F1-35F1	2-49.7
2L	16310956	16313097	35F1-35F1	2-49.7
2L	16313036	16326207	35F1-35F1	2-49.7
2L	16327069	16328131	35F1-35F1	2-49.7
2L	16328059	16329132	35F1-35F1	2-49.7
2L	16329925	16330521	35F1-35F1	2-49.7
2L	16330560	16337885	35F1-35F1	2-49.7
2L	16337989	16340368	35F1-35F1	2-49.7
2L	16340392	16342324	35F1-35F1	2-49.7
2L	16342430	16352628	35F1-35F12	2-49.7
2L	16342430	16352628	35F1-35F12	2-49.7
2L	16352934	16354539	35F12-35F12	2-49.7
2L	16354886	16356735	35F12-35F12	2-49.7
2L	16365903	16367039	35F12-35F12	2-49.7
2L	16400175	16448469	35F12-36A1	2-50.1
2L	16417750	16417884	36A1-36A1	2-50.1
2L	16445278	16446793	36A1-36A1	2-50.1
2L	16447330	16450508	36A1-36A1	2-50.1
2L	16450907	16455194	36A1-36A1	2-50.1
2L	16466512	16485998	36A1-36A2	2-50.1
2L	16488148	16490182	36A2-36A2	2-50.1
2L	16490224	16490890	36A2-36A2	2-50.1
2L	16491540	16507621	36A2-36A2	2-50.3
2L	16508078	16532877	36A2-36A3	2-50.5
2L	16528375	16528491	36A3-36A3	2-50.5
2L	16528823	16528922	36A3-36A3	2-50.5
2L	16534057	16534488	36A3-36A3	2-50.5
2L	16534962	16535228	36A3-36A3	2-50.5
2L	16542546	16543263	36A4-36A4	2-50.5
2L	16545016	16663218	36A4-36A9	2-50.6
2L	16549181	16549959	36A4-36A4	2-50.5
2L	16605822	16607321	36A6-36A7	2-50.7
2L	16607370	16610037	36A7-36A7	2-50.7
2L	16628752	16629173	36A7-36A7	2-50.7
2L	16663454	16676701	36A9-36A10	2-50.7
2L	16677185	16679691	36A10-36A10	2-50.7
2L	16678240	16678335	36A10-36A10	2-50.7
2L	16680054	16681653	36A10-36A10	2-50.7
2L	16680054	16699926	36A10-36A10	2-50.7
2L	16681819	16684008	36A10-36A10	2-50.7
2L	16682503	16683290	36A10-36A10	2-50.7
2L	16697344	16697761	36A10-36A10	2-50.7
2L	16697924	16698015	36A10-36A10	2-50.7
2L	16698404	16698488	36A10-36A10	2-50.7
2L	16698554	16698650	36A10-36A10	2-50.7
2L	16698744	16698834	36A10-36A10	2-50.7
2L	16699921	16700825	36A10-36A11	2-50.9
2L	16700940	16703197	36A11-36A11	2-51.2
2L	16704286	16716195	36A11-36A11	2-51.2
2L	16715891	16719635	36A11-36A11	2-51.2
2L	16719932	16722644	36A11-36A12	2-51.2
2L	16722883	16727826	36A12-36A12	2-51.2
2L	16724795	16724858	36A12-36A12	2-51.2
2L	16728035	16729681	36A12-36A12	2-51.2
2L	16729777	16731199	36A12-36A12	2-51.2
2L	16730458	16731039	36A12-36A12	2-51.2
2L	16731180	16732133	36A12-36A12	2-51.2
2L	16732550	16733624	36A12-36A12	2-51.2
2L	16733617	16738388	36A12-36A13	2-51.2
2L	16738850	16742610	36A13-36A14	2-51.2
2L	16742315	16743100	36A14-36A14	2-51.2
2L	16743405	16753704	36A14-36A14	2-51.2
2L	16754336	16758283	36A14-36A14	2-51.2
2L	16758184	16760554	36A14-36A14	2-51.2
2L	16766566	16788766	36A8-36B1	2-51.2
2L	16788774	16790721	36B1-36B1	2-51.2
2L	16791568	16793444	36B1-36B1	2-51.2
2L	16794211	16796009	36B1-36B1	2-51.2
2L	16796595	16798273	36B1-36B1	2-51.2
2L	16799025	16801584	36B1-36B1	2-51.2
2L	16802026	16821093	36B1-36B1	2-51.3
2L	16804884	16816069	36B1-36B1	2-51.3
2L	16816660	16826964	36B1-36B2	2-51.3
2L	16821156	16825207	36B1-36B2	2-51.3
2L	16827078	16832093	36B2-36B2	2-51.3
2L	16832065	16834502	36B2-36B2	2-51.3
2L	16835136	16837258	36B2-36B2	2-51.3
2L	16837972	16841884	36B2-36B2	2-51.3
2L	16837972	16841884	36B2-36B2	2-51.3
2L	16842300	16848716	36B2-36B2	2-51.3
2L	16849018	16852368	36B2-36B2	2-51.3
2L	16853620	16858714	36B2-36B2	2-51.3
2L	16860029	16861489	36B2-36B2	2-51.3
2L	16861497	16862431	36B2-36B2	2-51.3
2L	16869346	16878300	36B3-36B3	2-51.3
2L	16878326	16879290	36B3-36B3	2-51.3
2L	16879517	16886319	36B3-36B3	2-51.3
2L	16879517	16886319	36B3-36B3	2-51.3
2L	16887109	16887966	36B3-36B3	2-51.3
2L	16888490	16917052	36B4-36B4	2-51.6
2L	16888507	16889530	36B3-36B3	2-51.3
2L	16889908	16891239	36B3-36B3	2-51.3
2L	16898175	16900473	36B4-36B4	2-51.6
2L	16900535	16902218	36B4-36B4	2-51.9
2L	16908229	16910418	36B4-36B4	2-51.9
2L	16944723	16945374	36B5-36B5	2-51.9
2L	16947610	16950070	36B5-36B5	2-51.9
2L	16965475	16965767	36B5-36B5	2-51.9
2L	16973091	16993984	36B5-36B6	2-51.9
2L	16981867	16982301	36B6-36B6	2-51.9
2L	16982483	16983085	36B6-36B6	2-51.9
2L	16984978	16985634	36B6-36B6	2-51.9
2L	16998327	16998551	36B6-36B6	2-51.9
2L	16998683	16998941	36B6-36B6	2-51.9
2L	17011476	17014700	36B6-36B6	2-52.1
2L	17017747	17018049	36B6-36B6	2-52.1
2L	17042481	17043165	36B6-36B6	2-52.1
2L	17047161	17048281	36B6-36B6	2-52.1
2L	17085650	17086419	36B8-36B8	2-52.1
2L	17087641	17089186	36B8-36B8	2-52.1
2L	17105145	17105687	36C1-36C1	2-52.2
2L	17123307	17125961	36C1-36C1	2-52.2
2L	17131024	17173118	36C1-36C2	2-52.2
2L	17131024	17173118	36C2-36C2	2-52.2
2L	17173481	17174105	36C2-36C2	2-52.2
2L	17175763	17176385	36C2-36C2	2-52.2
2L	17176618	17177921	36C2-36C2	2-52.2
2L	17178772	17180064	36C2-36C2	2-52.2
2L	17180338	17181632	36C2-36C2	2-52.2
2L	17181938	17183654	36C2-36C2	2-52.2
2L	17187637	17260734	36C2-36C4	2-52.4
2L	17245856	17246617	36C4-36C4	2-52.5
2L	17247161	17247656	36C4-36C4	2-52.5
2L	17280235	17280536	36C5-36C5	2-52.5
2L	17286240	17287663	36C5-36C5	2-52.5
2L	17291075	17292202	36C5-36C5	2-52.5
2L	17311468	17311820	36C5-36C5	2-52.6
2L	17319077	17319308	36C6-36C6	2-52.6
2L	17320250	17320712	36C6-36C6	2-52.6
2L	17353730	17354668	36C6-36C6	2-52.6
2L	17354877	17355523	36C6-36C6	2-52.6
2L	17361039	17361511	36C6-36C6	2-52.6
2L	17363496	17364351	36C6-36C6	2-52.6
2L	17367511	17384115	36C7-36C7	2-52.6
2L	17384700	17409698	36C7-36C7	2-52.7
2L	17409698	17410406	36C7-36C7	2-52.7
2L	17410641	17413499	36C7-36C7	2-52.7
2L	17411649	17412633	36C7-36C7	2-52.7
2L	17413248	17433161	36C7-36C8	2-52.7
2L	17429706	17430157	36C8-36C8	2-52.7
2L	17433862	17435800	36C8-36C8	2-52.7
2L	17435891	17436600	36C8-36C8	2-52.7
2L	17436830	17450364	36C8-36C9	2-52.7
2L	17450494	17452384	36C9-36C9	2-52.7
2L	17452924	17458775	36C9-36C9	2-52.7
2L	17454263	17455923	36C9-36C9	2-52.7
2L	17456670	17458044	36C9-36C9	2-52.7
2L	17459605	17473215	36C9-36C9	2-52.7
2L	17471603	17474773	36C9-36C9	2-52.7
2L	17474912	17477888	36C9-36C10	2-52.7
2L	17478442	17481029	36C10-36C10	2-52.7
2L	17481231	17482037	36C10-36C10	2-52.7
2L	17481988	17484307	36C10-36C10	2-52.7
2L	17484501	17485624	36C10-36C10	2-52.7
2L	17485780	17486005	36C10-36C10	2-52.7
2L	17486121	17486365	36C10-36C10	2-52.7
2L	17486597	17486779	36C10-36C10	2-52.7
2L	17486806	17497208	36C10-36C10	2-52.7
2L	17497011	17497697	36C10-36C10	2-52.7
2L	17497994	17498821	36C10-36C10	2-52.7
2L	17499268	17501106	36C10-36C10	2-52.8
2L	17501401	17525515	36C10-36C10	2-52.8
2L	17520892	17524549	36C10-36C10	2-52.8
2L	17525585	17529122	36C10-36C11	2-52.8
2L	17529311	17532234	36C11-36C11	2-52.8
2L	17541854	17542383	36C11-36C11	2-52.8
2L	17547185	17547849	36C11-36C11	2-52.8
2L	17554354	17555765	36D1-36D1	2-52.8
2L	17560813	17566551	36D1-36D1	2-52.8
2L	17566370	17566469	36D1-36D1	2-52.8
2L	17574610	17574702	36D1-36D1	2-52.8
2L	17575152	17575490	36D1-36D1	2-52.8
2L	17579478	17580006	36D1-36D1	2-52.8
2L	17583909	17584468	36D1-36D1	2-52.8
2L	17584725	17585095	36D1-36D1	2-52.8
2L	17588203	17588720	36D1-36D1	2-52.8
2L	17589184	17591267	36D1-36D1	2-52.8
2L	17589471	17589700	36D1-36D1	2-52.8
2L	17591315	17592299	36D1-36D1	2-52.8
2L	17592260	17604387	36D-36D	2-52.8
2L	17606465	17607260	36D1-36D1	2-52.8
2L	17625098	17625690	36D1-36D1	2-52.8
2L	17625746	17626381	36D1-36D1	2-52.8
2L	17627859	17628389	36D1-36D1	2-52.8
2L	17644448	17644844	36D1-36D1	2-52.8
2L	17647053	17778340	36D2-36D2	2-52.8
2L	17704681	17706142	36D2-36D2	2-52.8
2L	17786971	17875247	36D3-36D3	2-52.8
2L	17792412	17793694	36D3-36D3	2-52.8
2L	17811953	17812672	36D3-36D3	2-52.9
2L	17893812	17894734	36E1-36E1	2-52.9
2L	17901807	17902691	36E2-36E2	2-53.1
2L	17902778	17903073	36E2-36E2	2-53.1
2L	17914365	17915023	36E2-36E2	2-53.1
2L	17918552	17919131	36E2-36E2	2-53.1
2L	17939019	17939715	36E2-36E2	2-53.1
2L	17948147	17951740	36E2-36E2	2-53.1
2L	17950115	17951740	36E2-36E2	2-53.1
2L	17962625	17982472	36E3-36E3	2-53.1
2L	17963379	17974868	36E3-36E3	2-53.1
2L	17986399	17988619	36E3-36E3	2-53.1
2L	17990418	17991951	36E3-36E3	2-53.1
2L	17993539	17994283	36E3-36E3	2-53.1
2L	18002847	18003083	36E3-36E3	2-53.2
2L	18003368	18003616	36E3-36E3	2-53.2
2L	18006627	18007216	36E3-36E3	2-53.2
2L	18007360	18007842	36E3-36E3	2-53.2
2L	18007935	18008962	36E3-36E3	2-53.2
2L	18007935	18008962	36E3-36E3	2-53.2
2L	18008953	18009694	36E3-36E3	2-53.2
2L	18009643	18011475	36E3-36E3	2-53.2
2L	18012380	18070246	36E3-36E3	2-53.2
2L	18078269	18081307	36E3-36E3	2-53.2
2L	18081628	18083608	36E3-36E3	2-53.2
2L	18084256	18086714	36E3-36E3	2-53.2
2L	18090737	18092256	36E3-36E3	2-53.2
2L	18096568	18098120	36E4-36E4	2-53.2
2L	18112830	18113179	36E5-36E5	2-53.2
2L	18114547	18115220	36E5-36E5	2-53.2
2L	18119995	18129862	36E5-36E5	2-53.2
2L	18124098	18125749	36E5-36E5	2-53.2
2L	18129884	18138083	36E5-36E6	2-53.2
2L	18138675	18152417	36E6-36E6	2-53.2
2L	18145098	18145499	36E6-36E6	2-53.2
2L	18153123	18154516	36E6-36E6	2-53.2
2L	18154851	18155942	36E6-36E6	2-53.2
2L	18156043	18157162	36E6-36E6	2-53.2
2L	18157110	18159272	36E6-36E6	2-53.2
2L	18159811	18275770	36E6-36F2	2-53.3
2L	18180884	18185007	36E6-36E6	2-53.2
2L	18185160	18185857	36E6-36E6	2-53.2
2L	18200336	18201135	36F1-36F1	2-53.3
2L	18208415	18209237	36F1-36F1	2-53.3
2L	18251381	18252697	36F1-36F1	2-53.3
2L	18256531	18257174	36F1-36F1	2-53.3
2L	18257494	18257978	36F1-36F1	2-53.3
2L	18261073	18262298	36F2-36F2	2-53.3
2L	18278653	18279475	36F2-36F2	2-53.3
2L	18284845	18285720	36F2-36F2	2-53.3
2L	18290427	18291236	36F2-36F2	2-53.3
2L	18291253	18291462	36F2-36F2	2-53.3
2L	18291682	18292092	36F2-36F2	2-53.3
2L	18292522	18292833	36F2-36F2	2-53.3
2L	18293733	18294056	36F2-36F2	2-53.3
2L	18294840	18297347	36F2-36F2	2-53.3
2L	18308088	18308684	36F2-36F2	2-53.3
2L	18309187	18309446	36F2-36F2	2-53.3
2L	18309629	18310010	36F2-36F2	2-53.3
2L	18310103	18310502	36F2-36F2	2-53.3
2L	18310879	18311356	36F2-36F2	2-53.3
2L	18313521	18314051	36F2-36F2	2-53.3
2L	18320102	18393441	36F2-36F4	2-53.3
2L	18356047	18359026	36F3-36F3	2-53.3
2L	18378591	18379909	36F3-36F3	2-53.3
2L	18400462	18401232	36F4-36F4	2-53.3
2L	18403948	18404600	36F4-36F4	2-53.3
2L	18433459	18434096	36F4-36F4	2-53.3
2L	18441335	18443277	36F4-36F6	2-53.3
2L	18444507	18448957	36F5-36F5	2-53.3
2L	18449517	18454587	36F5-36F5	2-53.3
2L	18454649	18455419	36F5-36F5	2-53.3
2L	18455717	18473132	36F5-36F5	2-53.3
2L	18471434	18471533	36F5-36F5	2-53.3
2L	18472034	18472111	36F5-36F5	2-53.3
2L	18472315	18472424	36F5-36F5	2-53.3
2L	18472964	18484513	36F5-36F5	2-53.3
2L	18485417	18488021	36F5-36F5	2-53.3
2L	18487747	18503978	36F5-36F6	2-53.3
2L	18509560	18513512	36F6-36F6	2-53.4
2L	18517487	18531967	36F6-36F6	2-53.4
2L	18523271	18523941	36F6-36F6	2-53.4
2L	18532025	18590342	36F6-36F6	2-53.4
2L	18590891	18595429	36F6-36F6	2-53.4
2L	18596136	18596921	36F6-36F6	2-53.4
